Age,Workclass,Education,Marital_Status,Occupation,Relationship,Hours_Per_Week,Sex,Race,Place_Of_Birth,interview_score,cv_assessment_score,prior_hiring_decision
42.0,1.0,20.0,1.0,4000.0,6.0,35.0,1.0,6.0,223.0,4.92,6.23,0
59.0,2.0,21.0,4.0,3255.0,0.0,10.0,2.0,1.0,42.0,5.34,6.34,1
30.0,1.0,18.0,5.0,9130.0,5.0,40.0,1.0,6.0,207.0,5.64,5.25,0
33.0,1.0,20.0,3.0,3255.0,0.0,36.0,2.0,1.0,6.0,6.32,5.95,0
27.0,1.0,21.0,1.0,2100.0,0.0,60.0,1.0,1.0,6.0,6.36,6.85,0
51.0,1.0,19.0,1.0,8750.0,0.0,40.0,1.0,6.0,206.0,5.29,6.16,1
24.0,1.0,21.0,5.0,4760.0,2.0,40.0,2.0,6.0,6.0,5.22,6.21,0
47.0,1.0,9.0,1.0,8350.0,10.0,40.0,1.0,8.0,303.0,3.97,3.69,0
61.0,1.0,8.0,1.0,7810.0,6.0,40.0,1.0,1.0,303.0,4.79,6.13,0
56.0,3.0,21.0,1.0,2330.0,0.0,40.0,2.0,1.0,6.0,6.67,6.7,1
57.0,2.0,19.0,1.0,230.0,1.0,35.0,2.0,1.0,42.0,7.17,6.57,1
44.0,2.0,21.0,1.0,2310.0,1.0,50.0,2.0,1.0,48.0,5.9,5.24,0
35.0,3.0,19.0,3.0,3602.0,2.0,40.0,1.0,1.0,6.0,5.68,4.56,0
71.0,7.0,22.0,1.0,4700.0,0.0,40.0,1.0,1.0,212.0,6.81,5.32,1
46.0,3.0,21.0,1.0,2310.0,0.0,40.0,2.0,1.0,6.0,6.9,8.45,1
58.0,4.0,16.0,1.0,20.0,1.0,40.0,1.0,8.0,303.0,4.2,4.63,0
32.0,1.0,19.0,3.0,5400.0,0.0,26.0,1.0,1.0,6.0,8.23,7.86,1
43.0,1.0,22.0,1.0,630.0,0.0,50.0,1.0,1.0,6.0,5.07,7.98,0
63.0,3.0,21.0,1.0,3255.0,1.0,40.0,2.0,6.0,233.0,6.53,6.18,1
57.0,6.0,21.0,3.0,4510.0,0.0,40.0,2.0,1.0,303.0,5.93,5.31,0
56.0,1.0,21.0,1.0,440.0,0.0,50.0,1.0,1.0,6.0,6.7,7.71,1
33.0,1.0,16.0,1.0,6050.0,0.0,40.0,1.0,8.0,303.0,4.35,5.52,0
64.0,1.0,16.0,1.0,5120.0,1.0,40.0,2.0,6.0,240.0,4.59,4.83,0
25.0,1.0,19.0,5.0,9050.0,12.0,30.0,1.0,6.0,6.0,4.56,6.13,0
62.0,1.0,16.0,1.0,6260.0,1.0,40.0,1.0,6.0,207.0,3.59,3.57,0
46.0,1.0,22.0,5.0,845.0,0.0,70.0,1.0,1.0,6.0,6.91,6.45,1
20.0,3.0,16.0,5.0,5820.0,2.0,40.0,2.0,1.0,6.0,5.54,4.62,0
52.0,1.0,21.0,1.0,850.0,0.0,55.0,1.0,1.0,6.0,7.42,7.66,1
40.0,7.0,18.0,1.0,6515.0,9.0,40.0,1.0,1.0,303.0,4.29,5.66,0
21.0,1.0,19.0,5.0,4110.0,5.0,30.0,2.0,1.0,6.0,7.78,6.51,1
29.0,2.0,21.0,5.0,710.0,0.0,45.0,1.0,1.0,6.0,7.27,7.62,1
26.0,4.0,22.0,1.0,2310.0,1.0,35.0,2.0,8.0,6.0,5.42,5.73,1
43.0,1.0,22.0,5.0,440.0,13.0,60.0,1.0,1.0,104.0,8.99,6.78,1
40.0,3.0,16.0,1.0,4220.0,1.0,40.0,1.0,1.0,6.0,4.96,6.75,1
47.0,1.0,21.0,1.0,1108.0,1.0,40.0,1.0,6.0,217.0,5.47,6.59,1
43.0,1.0,9.0,1.0,6050.0,0.0,35.0,1.0,1.0,303.0,3.5,3.93,0
34.0,3.0,21.0,1.0,1840.0,9.0,40.0,1.0,1.0,6.0,7.67,5.3,1
50.0,1.0,21.0,5.0,4810.0,5.0,30.0,2.0,6.0,242.0,7.3,8.24,1
48.0,1.0,20.0,1.0,3602.0,0.0,45.0,2.0,1.0,160.0,6.27,6.14,1
21.0,1.0,16.0,5.0,4110.0,2.0,20.0,2.0,1.0,6.0,7.91,4.35,0
62.0,4.0,24.0,1.0,2205.0,1.0,40.0,1.0,1.0,25.0,10.0,7.94,1
18.0,6.0,18.0,5.0,2722.0,17.0,5.0,2.0,6.0,36.0,6.08,7.46,0
33.0,5.0,21.0,1.0,300.0,0.0,40.0,1.0,6.0,6.0,5.96,6.15,0
40.0,1.0,19.0,1.0,9130.0,0.0,60.0,1.0,6.0,233.0,5.07,5.14,0
57.0,1.0,17.0,1.0,9130.0,1.0,70.0,1.0,1.0,6.0,5.95,6.73,1
59.0,1.0,12.0,5.0,5740.0,0.0,40.0,2.0,1.0,72.0,4.67,3.65,0
31.0,1.0,18.0,5.0,4220.0,2.0,40.0,1.0,8.0,6.0,5.05,4.06,1
23.0,1.0,15.0,5.0,9645.0,12.0,40.0,1.0,9.0,6.0,5.28,7.05,1
35.0,1.0,19.0,5.0,440.0,0.0,50.0,1.0,1.0,6.0,5.44,6.63,0
27.0,6.0,20.0,5.0,4600.0,0.0,52.0,2.0,1.0,6.0,5.08,6.07,1
70.0,1.0,21.0,1.0,2310.0,0.0,8.0,2.0,6.0,207.0,5.07,4.32,0
20.0,1.0,19.0,5.0,5240.0,2.0,35.0,2.0,8.0,51.0,5.75,7.81,1
62.0,6.0,21.0,5.0,940.0,0.0,50.0,1.0,1.0,6.0,8.37,6.54,1
42.0,1.0,21.0,1.0,800.0,0.0,40.0,2.0,1.0,6.0,6.09,6.77,1
24.0,6.0,21.0,5.0,1825.0,0.0,40.0,2.0,1.0,6.0,6.84,6.51,1
27.0,1.0,21.0,1.0,1010.0,0.0,40.0,1.0,6.0,207.0,8.32,4.59,0
41.0,1.0,22.0,5.0,1410.0,2.0,40.0,1.0,1.0,6.0,6.29,4.22,0
39.0,7.0,22.0,1.0,136.0,0.0,40.0,1.0,6.0,240.0,5.59,5.21,0
60.0,1.0,21.0,1.0,440.0,1.0,40.0,1.0,6.0,217.0,6.53,7.3,1
56.0,4.0,21.0,1.0,2310.0,0.0,50.0,2.0,1.0,6.0,6.63,6.23,1
54.0,4.0,20.0,1.0,3820.0,0.0,20.0,1.0,1.0,6.0,5.26,4.33,0
69.0,6.0,22.0,1.0,710.0,0.0,38.0,2.0,1.0,34.0,7.37,5.9,1
25.0,1.0,16.0,1.0,4720.0,0.0,30.0,2.0,8.0,303.0,4.94,1.48,0
43.0,1.0,20.0,1.0,350.0,0.0,40.0,2.0,2.0,12.0,8.01,5.97,1
43.0,1.0,14.0,5.0,4110.0,17.0,24.0,1.0,2.0,6.0,8.45,6.12,1
26.0,1.0,20.0,5.0,3655.0,2.0,80.0,2.0,6.0,233.0,4.04,5.7,0
19.0,1.0,18.0,5.0,9620.0,2.0,20.0,1.0,8.0,6.0,6.93,6.83,1
28.0,1.0,19.0,5.0,2905.0,12.0,40.0,1.0,1.0,6.0,7.08,7.07,0
78.0,1.0,1.0,5.0,9620.0,12.0,40.0,2.0,1.0,303.0,2.65,3.01,0
39.0,3.0,18.0,2.0,4700.0,2.0,50.0,2.0,1.0,6.0,6.38,3.63,0
69.0,3.0,21.0,1.0,2310.0,1.0,24.0,2.0,1.0,6.0,4.26,5.84,0
42.0,4.0,21.0,3.0,3870.0,0.0,45.0,1.0,1.0,6.0,6.4,4.71,1
60.0,7.0,21.0,1.0,2634.0,1.0,10.0,2.0,1.0,19.0,5.89,7.64,1
32.0,1.0,21.0,5.0,1320.0,12.0,40.0,1.0,1.0,31.0,5.21,6.01,0
50.0,1.0,21.0,1.0,5000.0,0.0,40.0,1.0,1.0,6.0,6.46,5.15,0
60.0,1.0,16.0,1.0,4220.0,0.0,20.0,1.0,6.0,206.0,5.37,6.04,0
52.0,7.0,19.0,1.0,4000.0,0.0,40.0,1.0,6.0,205.0,8.15,7.13,1
19.0,1.0,19.0,5.0,4110.0,2.0,12.0,1.0,1.0,6.0,5.58,5.09,0
27.0,3.0,21.0,5.0,2205.0,0.0,70.0,1.0,9.0,6.0,7.22,6.67,1
24.0,1.0,19.0,5.0,5740.0,15.0,40.0,2.0,8.0,6.0,5.71,4.67,0
40.0,1.0,22.0,5.0,9130.0,0.0,50.0,1.0,8.0,6.0,6.28,4.57,0
39.0,1.0,20.0,1.0,7700.0,0.0,45.0,1.0,7.0,6.0,6.82,3.82,0
43.0,1.0,20.0,1.0,700.0,1.0,40.0,2.0,6.0,233.0,5.34,3.8,0
63.0,1.0,19.0,1.0,5860.0,1.0,36.0,2.0,1.0,6.0,5.18,4.17,0
39.0,1.0,22.0,5.0,1022.0,12.0,50.0,1.0,1.0,34.0,8.02,7.37,1
41.0,1.0,1.0,1.0,7150.0,1.0,58.0,1.0,8.0,303.0,3.99,1.84,0
60.0,7.0,18.0,1.0,440.0,0.0,45.0,1.0,1.0,6.0,5.99,4.61,0
32.0,1.0,14.0,5.0,20.0,13.0,41.0,1.0,9.0,6.0,5.49,3.83,0
52.0,6.0,21.0,3.0,440.0,0.0,40.0,2.0,1.0,17.0,6.26,7.02,1
50.0,2.0,10.0,2.0,3603.0,8.0,40.0,2.0,8.0,303.0,5.12,4.88,0
64.0,1.0,20.0,3.0,9365.0,11.0,24.0,1.0,2.0,6.0,5.42,6.87,1
69.0,1.0,19.0,1.0,7000.0,0.0,50.0,1.0,1.0,6.0,5.93,7.97,0
57.0,1.0,21.0,1.0,3255.0,0.0,40.0,2.0,1.0,6.0,8.02,4.12,1
50.0,8.0,15.0,1.0,4230.0,0.0,40.0,1.0,8.0,303.0,4.88,5.83,1
27.0,1.0,19.0,5.0,3602.0,0.0,30.0,2.0,1.0,6.0,6.21,3.94,0
41.0,1.0,1.0,1.0,7220.0,1.0,40.0,1.0,1.0,303.0,5.55,3.21,0
48.0,1.0,21.0,5.0,3930.0,0.0,40.0,1.0,1.0,164.0,4.79,6.88,1
22.0,2.0,21.0,1.0,5940.0,9.0,32.0,2.0,1.0,210.0,7.53,8.06,1
70.0,6.0,18.0,2.0,410.0,0.0,10.0,2.0,1.0,6.0,5.11,5.87,0
48.0,1.0,12.0,1.0,4230.0,1.0,20.0,2.0,1.0,303.0,3.86,4.26,0
25.0,1.0,21.0,5.0,4820.0,0.0,45.0,2.0,1.0,36.0,6.3,6.92,0
58.0,2.0,16.0,1.0,5860.0,0.0,40.0,2.0,1.0,39.0,7.32,7.2,1
52.0,1.0,21.0,1.0,440.0,0.0,60.0,1.0,2.0,42.0,6.82,7.15,1
46.0,1.0,16.0,5.0,9130.0,11.0,40.0,2.0,1.0,6.0,4.28,5.53,0
23.0,1.0,19.0,5.0,3620.0,2.0,35.0,2.0,1.0,6.0,6.56,5.37,0
41.0,1.0,1.0,5.0,4160.0,0.0,40.0,1.0,8.0,303.0,1.96,2.49,0
51.0,1.0,21.0,1.0,120.0,1.0,50.0,1.0,1.0,6.0,8.03,7.62,1
55.0,1.0,15.0,1.0,7840.0,1.0,40.0,2.0,1.0,6.0,5.3,7.11,1
21.0,1.0,19.0,5.0,5940.0,2.0,12.0,1.0,1.0,6.0,6.95,5.38,1
28.0,7.0,21.0,5.0,9130.0,0.0,70.0,1.0,1.0,104.0,8.28,6.91,1
22.0,1.0,21.0,5.0,4621.0,0.0,40.0,1.0,2.0,11.0,6.19,6.82,0
23.0,1.0,19.0,5.0,5120.0,0.0,20.0,2.0,6.0,207.0,4.5,4.54,0
29.0,1.0,22.0,1.0,1021.0,0.0,40.0,1.0,9.0,6.0,3.84,5.61,0
49.0,2.0,15.0,1.0,5860.0,0.0,24.0,2.0,1.0,6.0,4.64,5.56,0
58.0,6.0,20.0,3.0,7220.0,0.0,20.0,1.0,1.0,6.0,6.08,9.21,1
32.0,1.0,21.0,1.0,3640.0,1.0,40.0,2.0,9.0,12.0,5.95,7.38,0
56.0,3.0,22.0,5.0,230.0,2.0,50.0,2.0,1.0,6.0,7.46,5.67,1
28.0,1.0,16.0,1.0,8990.0,0.0,40.0,1.0,1.0,303.0,6.2,5.28,0
57.0,1.0,10.0,3.0,9141.0,0.0,40.0,2.0,8.0,303.0,7.32,5.77,0
41.0,6.0,21.0,1.0,9130.0,1.0,99.0,1.0,1.0,6.0,5.48,4.79,0
49.0,2.0,21.0,1.0,2320.0,1.0,40.0,2.0,6.0,209.0,5.7,5.91,0
33.0,1.0,19.0,5.0,2002.0,0.0,35.0,2.0,1.0,53.0,7.21,5.95,1
21.0,1.0,13.0,5.0,5610.0,2.0,40.0,1.0,1.0,6.0,5.39,5.56,0
42.0,1.0,22.0,1.0,160.0,1.0,50.0,1.0,1.0,25.0,7.7,5.91,1
35.0,1.0,20.0,1.0,4110.0,1.0,50.0,1.0,6.0,207.0,6.18,6.89,1
25.0,1.0,21.0,5.0,4110.0,3.0,30.0,1.0,6.0,6.0,5.08,7.81,0
23.0,1.0,16.0,5.0,9130.0,2.0,40.0,2.0,1.0,6.0,4.42,6.16,0
49.0,2.0,24.0,1.0,1760.0,0.0,40.0,1.0,1.0,164.0,4.77,5.47,1
44.0,1.0,23.0,1.0,3090.0,1.0,50.0,1.0,5.0,6.0,5.38,5.9,0
41.0,1.0,21.0,1.0,3255.0,1.0,40.0,2.0,6.0,233.0,6.73,7.07,1
41.0,1.0,9.0,1.0,9610.0,0.0,40.0,1.0,1.0,303.0,4.56,4.65,0
39.0,1.0,18.0,1.0,800.0,0.0,30.0,2.0,1.0,6.0,7.33,7.2,1
70.0,3.0,22.0,3.0,2320.0,0.0,40.0,1.0,1.0,24.0,7.8,6.04,1
54.0,1.0,21.0,1.0,10.0,0.0,40.0,1.0,1.0,41.0,3.95,7.03,0
54.0,1.0,1.0,3.0,4850.0,0.0,30.0,2.0,6.0,226.0,2.19,4.0,0
52.0,1.0,1.0,1.0,9350.0,0.0,62.0,1.0,1.0,312.0,3.62,5.99,0
46.0,1.0,18.0,3.0,565.0,0.0,46.0,2.0,1.0,6.0,5.37,3.73,0
28.0,1.0,16.0,1.0,4760.0,2.0,20.0,2.0,5.0,6.0,4.07,3.78,0
53.0,7.0,21.0,5.0,310.0,0.0,40.0,2.0,1.0,6.0,6.15,4.1,0
27.0,1.0,21.0,5.0,800.0,12.0,45.0,2.0,1.0,42.0,6.59,5.92,1
60.0,1.0,9.0,2.0,4220.0,0.0,40.0,1.0,1.0,303.0,5.65,5.13,1
39.0,1.0,16.0,5.0,8990.0,0.0,40.0,2.0,1.0,6.0,4.27,5.67,1
62.0,2.0,21.0,1.0,2861.0,0.0,70.0,1.0,1.0,6.0,7.31,5.68,1
36.0,1.0,21.0,5.0,3255.0,3.0,30.0,2.0,1.0,6.0,5.46,7.83,1
42.0,7.0,19.0,1.0,4920.0,1.0,50.0,1.0,1.0,6.0,5.31,4.53,0
45.0,2.0,24.0,1.0,2205.0,0.0,45.0,1.0,6.0,207.0,6.17,5.47,0
52.0,1.0,18.0,1.0,5120.0,1.0,40.0,2.0,1.0,6.0,8.0,5.19,0
50.0,3.0,19.0,3.0,3602.0,0.0,28.0,2.0,3.0,303.0,6.08,7.64,0
53.0,3.0,19.0,1.0,6260.0,0.0,40.0,1.0,1.0,6.0,6.76,6.67,1
29.0,1.0,18.0,5.0,5310.0,13.0,40.0,2.0,8.0,6.0,6.63,8.16,1
62.0,1.0,18.0,1.0,1545.0,0.0,40.0,1.0,1.0,6.0,6.06,5.73,0
66.0,2.0,11.0,2.0,8300.0,6.0,40.0,2.0,6.0,247.0,2.72,3.95,0
48.0,1.0,22.0,5.0,1021.0,0.0,2.0,1.0,6.0,215.0,4.41,4.59,1
57.0,2.0,19.0,3.0,5860.0,13.0,30.0,2.0,6.0,6.0,4.34,5.74,0
60.0,6.0,19.0,1.0,9142.0,1.0,60.0,1.0,1.0,72.0,5.04,5.37,0
28.0,2.0,19.0,1.0,3645.0,0.0,40.0,2.0,1.0,6.0,4.77,4.29,0
43.0,1.0,12.0,3.0,4220.0,0.0,46.0,2.0,1.0,303.0,6.49,3.94,1
19.0,1.0,19.0,5.0,4055.0,2.0,32.0,1.0,6.0,233.0,6.67,6.14,1
27.0,1.0,19.0,1.0,6230.0,1.0,35.0,1.0,1.0,6.0,7.68,5.94,1
37.0,1.0,20.0,1.0,3323.0,0.0,40.0,2.0,2.0,416.0,6.65,4.83,0
51.0,6.0,22.0,1.0,410.0,0.0,30.0,1.0,6.0,207.0,5.0,5.21,0
26.0,1.0,17.0,5.0,8030.0,2.0,40.0,1.0,6.0,6.0,6.38,5.85,0
70.0,6.0,16.0,2.0,4600.0,0.0,40.0,2.0,1.0,303.0,7.58,5.71,0
22.0,1.0,21.0,5.0,500.0,12.0,60.0,1.0,6.0,6.0,2.71,6.61,0
35.0,1.0,20.0,1.0,3640.0,0.0,45.0,2.0,1.0,6.0,5.49,6.46,1
36.0,1.0,20.0,5.0,310.0,0.0,40.0,2.0,1.0,6.0,6.45,8.17,0
18.0,1.0,16.0,5.0,6410.0,5.0,47.0,1.0,1.0,6.0,7.2,8.01,1
49.0,3.0,24.0,1.0,2205.0,0.0,32.0,2.0,6.0,6.0,6.5,5.56,0
47.0,2.0,21.0,1.0,3255.0,0.0,12.0,2.0,1.0,6.0,7.14,5.2,1
22.0,5.0,16.0,5.0,4230.0,5.0,40.0,2.0,6.0,6.0,4.04,5.89,1
58.0,1.0,16.0,1.0,5740.0,0.0,36.0,2.0,1.0,6.0,6.68,3.74,1
46.0,5.0,16.0,5.0,5560.0,0.0,40.0,2.0,6.0,233.0,4.24,5.65,0
48.0,1.0,18.0,1.0,7340.0,1.0,40.0,1.0,1.0,6.0,6.03,6.73,0
36.0,1.0,19.0,1.0,3515.0,0.0,40.0,2.0,1.0,6.0,7.11,5.68,1
44.0,1.0,19.0,5.0,6825.0,2.0,40.0,1.0,1.0,6.0,7.48,6.71,1
45.0,1.0,19.0,3.0,6130.0,13.0,40.0,1.0,1.0,6.0,6.7,5.3,0
24.0,1.0,19.0,5.0,3930.0,17.0,40.0,2.0,2.0,6.0,7.35,6.13,1
46.0,1.0,16.0,1.0,440.0,1.0,42.0,2.0,6.0,207.0,4.45,6.62,1
20.0,1.0,16.0,5.0,3930.0,17.0,40.0,1.0,1.0,6.0,7.18,5.36,0
36.0,3.0,3.0,5.0,3602.0,2.0,6.0,2.0,1.0,370.0,5.23,3.83,0
30.0,6.0,16.0,1.0,4510.0,1.0,40.0,2.0,1.0,6.0,6.4,2.77,0
21.0,1.0,16.0,5.0,6260.0,2.0,40.0,1.0,1.0,6.0,5.79,6.0,1
35.0,1.0,21.0,1.0,1021.0,0.0,40.0,1.0,6.0,202.0,3.98,7.33,0
56.0,5.0,21.0,1.0,3515.0,1.0,80.0,2.0,6.0,233.0,6.55,5.34,0
38.0,2.0,22.0,5.0,2014.0,0.0,40.0,1.0,1.0,6.0,6.37,5.47,1
38.0,3.0,22.0,1.0,710.0,1.0,40.0,2.0,6.0,210.0,5.22,6.16,0
60.0,3.0,21.0,1.0,2330.0,1.0,40.0,2.0,1.0,6.0,5.61,7.44,1
37.0,2.0,22.0,1.0,230.0,0.0,60.0,1.0,1.0,6.0,5.21,7.58,0
51.0,1.0,21.0,5.0,1105.0,0.0,40.0,2.0,1.0,6.0,7.57,7.25,1
42.0,1.0,9.0,1.0,9130.0,0.0,50.0,1.0,1.0,303.0,5.28,5.82,0
56.0,1.0,16.0,1.0,5120.0,1.0,25.0,2.0,1.0,6.0,6.75,5.97,0
34.0,3.0,21.0,3.0,2310.0,2.0,60.0,2.0,1.0,6.0,7.04,4.6,0
33.0,1.0,22.0,5.0,4820.0,12.0,40.0,1.0,1.0,6.0,7.91,4.98,1
65.0,1.0,21.0,3.0,850.0,0.0,40.0,2.0,1.0,35.0,7.16,6.15,1
24.0,1.0,20.0,5.0,7855.0,0.0,24.0,2.0,1.0,6.0,5.38,5.43,0
49.0,1.0,22.0,1.0,3110.0,0.0,40.0,2.0,1.0,370.0,6.7,5.47,0
33.0,1.0,21.0,1.0,20.0,0.0,35.0,2.0,1.0,6.0,9.08,4.53,0
48.0,2.0,22.0,1.0,5260.0,0.0,55.0,2.0,6.0,247.0,7.17,9.1,1
53.0,1.0,19.0,4.0,2145.0,0.0,38.0,2.0,2.0,29.0,4.23,5.57,0
55.0,1.0,16.0,4.0,910.0,0.0,40.0,2.0,1.0,6.0,4.53,3.86,0
67.0,2.0,21.0,1.0,2205.0,1.0,22.0,2.0,1.0,6.0,7.53,8.35,1
53.0,1.0,5.0,1.0,4020.0,1.0,25.0,2.0,8.0,303.0,2.14,4.14,0
60.0,1.0,16.0,5.0,4020.0,12.0,40.0,2.0,2.0,6.0,2.92,3.62,0
34.0,1.0,21.0,1.0,630.0,2.0,40.0,1.0,6.0,233.0,6.1,7.39,1
61.0,6.0,24.0,1.0,10.0,0.0,60.0,2.0,1.0,105.0,6.56,6.93,0
31.0,1.0,21.0,1.0,5400.0,1.0,40.0,2.0,1.0,6.0,8.2,4.62,1
48.0,1.0,20.0,1.0,4840.0,1.0,30.0,2.0,1.0,6.0,6.95,6.78,1
21.0,1.0,16.0,5.0,4110.0,11.0,30.0,2.0,1.0,6.0,4.74,6.02,0
46.0,1.0,16.0,3.0,4720.0,0.0,40.0,1.0,1.0,28.0,6.92,5.16,1
37.0,1.0,14.0,1.0,4230.0,0.0,40.0,1.0,1.0,4.0,4.46,5.61,0
41.0,1.0,16.0,1.0,7340.0,0.0,40.0,1.0,3.0,6.0,5.31,4.16,0
37.0,1.0,19.0,4.0,7010.0,0.0,40.0,1.0,1.0,6.0,6.09,5.06,0
32.0,1.0,23.0,5.0,150.0,0.0,40.0,2.0,1.0,6.0,7.47,5.64,0
48.0,6.0,19.0,1.0,4700.0,1.0,31.0,2.0,1.0,6.0,6.63,6.32,1
70.0,2.0,16.0,3.0,420.0,0.0,60.0,1.0,1.0,6.0,5.37,6.19,0
64.0,1.0,19.0,3.0,4220.0,0.0,45.0,2.0,1.0,6.0,7.46,4.33,1
55.0,1.0,1.0,1.0,9130.0,1.0,60.0,1.0,8.0,303.0,4.65,2.51,1
27.0,1.0,20.0,5.0,3500.0,2.0,40.0,2.0,6.0,6.0,7.01,8.44,0
49.0,1.0,20.0,1.0,5000.0,1.0,40.0,2.0,6.0,247.0,6.21,5.49,1
48.0,2.0,21.0,1.0,420.0,1.0,40.0,2.0,1.0,6.0,3.72,6.08,1
17.0,1.0,15.0,5.0,4720.0,2.0,12.0,1.0,6.0,6.0,4.54,3.82,0
39.0,1.0,21.0,3.0,335.0,0.0,40.0,2.0,1.0,6.0,6.33,5.98,0
45.0,4.0,16.0,1.0,3802.0,0.0,56.0,1.0,1.0,6.0,6.8,6.76,1
36.0,6.0,21.0,1.0,2600.0,0.0,14.0,2.0,1.0,55.0,8.58,6.13,1
56.0,3.0,19.0,1.0,5260.0,1.0,40.0,2.0,1.0,6.0,5.46,7.3,0
36.0,6.0,1.0,1.0,7200.0,1.0,80.0,1.0,1.0,303.0,2.86,1.69,0
22.0,6.0,16.0,5.0,6200.0,7.0,40.0,1.0,1.0,6.0,6.21,7.6,1
22.0,3.0,19.0,5.0,5940.0,12.0,10.0,2.0,1.0,6.0,6.15,4.8,0
53.0,1.0,17.0,1.0,4230.0,1.0,40.0,2.0,1.0,303.0,6.72,6.52,1
21.0,1.0,19.0,1.0,2300.0,0.0,40.0,2.0,1.0,6.0,7.51,7.42,0
22.0,1.0,19.0,5.0,1980.0,0.0,24.0,1.0,1.0,6.0,7.64,6.14,1
52.0,7.0,21.0,1.0,1006.0,0.0,50.0,1.0,1.0,449.0,7.79,5.77,1
60.0,4.0,19.0,1.0,9121.0,1.0,30.0,1.0,1.0,49.0,7.88,6.06,1
59.0,1.0,15.0,1.0,4230.0,1.0,40.0,2.0,9.0,303.0,6.03,5.71,1
25.0,5.0,16.0,5.0,7100.0,17.0,81.0,1.0,2.0,25.0,3.15,4.11,0
36.0,3.0,21.0,1.0,2310.0,0.0,45.0,2.0,1.0,6.0,4.67,6.04,0
58.0,1.0,21.0,1.0,10.0,0.0,30.0,1.0,1.0,6.0,6.94,3.12,0
18.0,2.0,14.0,5.0,3960.0,2.0,10.0,1.0,1.0,6.0,6.9,3.54,0
51.0,1.0,18.0,2.0,3640.0,0.0,38.0,2.0,1.0,6.0,5.16,7.19,0
51.0,1.0,16.0,3.0,440.0,2.0,40.0,1.0,1.0,6.0,5.94,3.81,0
29.0,1.0,21.0,3.0,2830.0,0.0,40.0,2.0,1.0,6.0,6.9,8.42,1
51.0,3.0,16.0,5.0,9150.0,0.0,40.0,2.0,2.0,6.0,6.43,8.1,1
26.0,1.0,22.0,1.0,5240.0,0.0,40.0,2.0,2.0,36.0,3.48,4.73,0
60.0,3.0,16.0,1.0,2300.0,1.0,40.0,2.0,1.0,303.0,5.03,2.41,0
20.0,1.0,20.0,5.0,4720.0,2.0,15.0,2.0,6.0,6.0,5.84,7.72,0
24.0,1.0,20.0,5.0,3421.0,2.0,48.0,2.0,9.0,6.0,4.69,6.05,0
53.0,1.0,20.0,2.0,3255.0,13.0,50.0,2.0,1.0,1.0,6.16,4.44,1
39.0,6.0,16.0,1.0,6230.0,0.0,40.0,1.0,1.0,164.0,5.76,6.51,0
47.0,1.0,23.0,1.0,2100.0,1.0,70.0,2.0,1.0,6.0,7.37,4.54,0
27.0,1.0,19.0,4.0,4110.0,2.0,20.0,2.0,2.0,6.0,7.5,7.21,1
31.0,1.0,16.0,1.0,5860.0,1.0,40.0,2.0,1.0,110.0,4.8,5.34,0
43.0,1.0,16.0,1.0,9645.0,0.0,2.0,2.0,1.0,6.0,8.5,6.59,1
55.0,1.0,16.0,3.0,6260.0,13.0,3.0,1.0,1.0,6.0,6.47,7.42,1
24.0,3.0,21.0,5.0,1010.0,13.0,30.0,1.0,7.0,48.0,4.4,6.09,1
58.0,1.0,19.0,1.0,4110.0,1.0,12.0,2.0,6.0,242.0,6.92,7.48,1
19.0,1.0,13.0,5.0,6050.0,2.0,48.0,2.0,8.0,303.0,4.36,3.94,0
22.0,1.0,19.0,5.0,4720.0,2.0,15.0,2.0,1.0,6.0,6.6,4.64,0
45.0,1.0,21.0,1.0,140.0,1.0,45.0,1.0,1.0,8.0,5.83,7.32,0
25.0,3.0,23.0,5.0,2100.0,0.0,40.0,1.0,1.0,6.0,5.58,5.73,0
51.0,1.0,18.0,1.0,7340.0,0.0,40.0,1.0,1.0,303.0,6.94,5.99,0
54.0,1.0,24.0,5.0,1650.0,0.0,60.0,2.0,1.0,23.0,6.3,7.11,0
51.0,1.0,16.0,3.0,4020.0,0.0,30.0,2.0,6.0,247.0,5.59,4.02,1
28.0,1.0,20.0,5.0,2435.0,2.0,36.0,2.0,1.0,6.0,7.7,6.6,1
57.0,2.0,21.0,1.0,3160.0,1.0,40.0,2.0,6.0,233.0,6.49,8.5,1
27.0,1.0,21.0,1.0,1430.0,1.0,40.0,2.0,1.0,6.0,7.78,7.08,1
38.0,2.0,16.0,3.0,8800.0,6.0,40.0,2.0,8.0,303.0,4.75,5.32,0
52.0,1.0,21.0,1.0,9645.0,1.0,32.0,2.0,1.0,364.0,8.8,6.13,1
57.0,4.0,19.0,1.0,3602.0,1.0,37.0,2.0,2.0,22.0,5.84,4.62,0
28.0,2.0,19.0,5.0,5860.0,2.0,20.0,2.0,9.0,6.0,4.79,5.06,0
19.0,1.0,16.0,5.0,4030.0,12.0,20.0,1.0,1.0,19.0,5.07,5.52,0
61.0,1.0,23.0,1.0,3090.0,1.0,24.0,2.0,6.0,210.0,5.49,6.58,0
53.0,1.0,21.0,1.0,5400.0,0.0,40.0,2.0,1.0,6.0,6.34,4.72,0
18.0,2.0,18.0,5.0,4600.0,17.0,15.0,2.0,9.0,6.0,6.4,8.29,0
